transaction_id,merchant_id,transaction_date,amount,currency,status,payment_method,transaction_type,fee_charged
151,1,2023-01-25,14510083,NGN,successful,mobile_money,payment,101570.58
152,1,2023-01-20,7393315,NGN,successful,card,payment,51753.21
153,1,2023-01-22,1383548,NGN,successful,ussd,payment,9684.84
154,1,2023-01-07,4674073,NGN,pending,bank_transfer,payment,0
155,1,2023-01-03,8246172,NGN,successful,ussd,payment,57723.2
156,1,2023-01-22,3539494,NGN,pending,card,payment,0
157,1,2023-01-06,8431538,NGN,successful,mobile_money,payment,59020.77
158,1,2023-01-27,8634472,NGN,successful,bank_transfer,refund,60441.3
159,1,2023-01-27,5665740,NGN,successful,ussd,payment,39660.18
160,1,2023-01-10,7186017,NGN,successful,card,payment,50302.12
161,1,2023-01-17,3495069,NGN,successful,ussd,payment,24465.48
162,1,2023-01-07,13595905,NGN,successful,bank_transfer,payment,95171.34
163,1,2023-01-24,8131714,NGN,successful,bank_transfer,payment,56922
164,1,2023-01-19,4470475,NGN,successful,ussd,payment,31293.33
165,1,2023-01-07,10333707,NGN,successful,mobile_money,payment,72335.95
166,1,2023-01-14,4497540,NGN,successful,ussd,payment,31482.78
167,1,2023-01-08,6921158,NGN,successful,card,payment,48448.11
168,1,2023-01-19,8378047,NGN,successful,ussd,payment,58646.33
169,1,2023-01-08,7446860,NGN,successful,card,payment,52128.02
170,1,2023-01-12,14147313,NGN,successful,card,payment,99031.19
171,1,2023-01-28,11805084,NGN,successful,ussd,payment,82635.59
172,1,2023-01-27,3323018,NGN,failed,mobile_money,payment,0
173,1,2023-01-20,11440590,NGN,successful,mobile_money,payment,80084.13
174,1,2023-01-22,12127465,NGN,successful,ussd,payment,84892.26
175,1,2023-01-07,11909720,NGN,successful,bank_transfer,payment,83368.04
176,1,2023-01-04,7238660,NGN,successful,bank_transfer,payment,50670.62
177,1,2023-01-06,14578320,NGN,successful,card,payment,102048.24
178,1,2023-01-07,3971938,NGN,successful,mobile_money,payment,27803.57
179,1,2023-01-08,5773422,NGN,failed,card,payment,0
180,1,2023-01-21,13985393,NGN,successful,mobile_money,payment,97897.75
181,1,2023-01-26,4565441,NGN,successful,bank_transfer,payment,31958.09
182,1,2023-01-24,11834999,NGN,failed,ussd,payment,0
183,1,2023-01-18,7898025,NGN,successful,bank_transfer,payment,55286.18
184,1,2023-01-12,12505659,NGN,successful,mobile_money,payment,87539.61
185,1,2023-01-13,9184512,NGN,successful,card,payment,64291.58
186,1,2023-01-12,8502580,NGN,successful,bank_transfer,payment,59518.06
187,1,2023-01-21,5411015,NGN,failed,mobile_money,payment,0
188,1,2023-01-04,4244534,NGN,failed,mobile_money,payment,0
189,1,2023-01-16,3864841,NGN,failed,card,payment,0
190,1,2023-01-21,3862993,NGN,failed,ussd,payment,0
191,1,2023-01-27,13658370,NGN,successful,ussd,payment,95608.59
192,1,2023-01-09,2994902,NGN,successful,mobile_money,payment,20964.31
193,1,2023-01-16,3731114,NGN,successful,mobile_money,payment,26117.8
194,1,2023-01-09,1235569,NGN,successful,ussd,payment,8648.98
195,1,2023-01-24,12846963,NGN,successful,mobile_money,payment,89928.74
196,1,2023-01-10,14872231,NGN,successful,ussd,payment,104105.62
197,1,2023-01-06,1033744,NGN,successful,mobile_money,payment,7236.21
198,1,2023-01-25,3642192,NGN,successful,ussd,payment,25495.34
199,1,2023-01-18,14487624,NGN,successful,mobile_money,payment,101413.37
200,1,2023-01-05,7608267,NGN,successful,ussd,payment,53257.87
201,1,2023-01-25,10701070,NGN,successful,mobile_money,payment,74907.49
202,1,2023-01-21,3585887,NGN,successful,card,payment,25101.21
203,1,2023-01-24,12411903,NGN,failed,card,payment,0
204,1,2023-01-14,11368335,NGN,successful,card,payment,79578.34
205,1,2023-01-02,2030921,NGN,successful,bank_transfer,payment,14216.45
206,1,2023-01-10,6934035,NGN,successful,ussd,payment,48538.25
207,1,2023-01-25,14341986,NGN,successful,card,payment,100393.9
208,1,2023-01-01,8758497,NGN,successful,mobile_money,payment,61309.48
209,1,2023-01-20,8900270,NGN,successful,card,payment,62301.89
210,1,2023-01-08,3439022,NGN,successful,card,payment,24073.15
211,1,2023-01-28,13360248,NGN,successful,ussd,payment,93521.74
212,1,2023-01-14,12187563,NGN,successful,card,payment,85312.94
213,1,2023-01-23,12573973,NGN,successful,ussd,payment,88017.81
214,1,2023-01-21,8317049,NGN,successful,card,payment,58219.34
215,1,2023-01-02,10010048,NGN,successful,ussd,payment,70070.34
216,1,2023-01-24,774223,NGN,failed,mobile_money,payment,0
217,1,2023-01-27,1800259,NGN,successful,card,payment,12601.81
218,1,2023-01-19,3762869,NGN,successful,card,payment,26340.08
219,1,2023-01-04,14382926,NGN,failed,ussd,payment,0
220,1,2023-01-19,7125494,NGN,successful,ussd,payment,49878.46
221,1,2023-01-08,3789241,NGN,failed,bank_transfer,payment,0
222,1,2023-01-04,1051051,NGN,successful,bank_transfer,payment,7357.36
223,1,2023-01-23,6951207,NGN,successful,mobile_money,payment,48658.45
224,1,2023-01-16,5343227,NGN,successful,card,payment,37402.59
225,1,2023-01-28,7548204,NGN,successful,bank_transfer,payment,52837.43
226,1,2023-01-09,2068930,NGN,successful,bank_transfer,payment,14482.51
227,1,2023-01-07,12641041,NGN,successful,mobile_money,payment,88487.29
228,1,2023-01-23,8475395,NGN,successful,bank_transfer,payment,59327.76
229,1,2023-01-07,5793292,NGN,successful,card,payment,40553.04
230,1,2023-01-03,10156116,NGN,successful,bank_transfer,payment,71092.81
231,1,2023-01-22,2466864,NGN,successful,card,payment,17268.05
232,1,2023-01-04,6590101,NGN,failed,mobile_money,payment,0
233,1,2023-01-01,5186966,NGN,successful,mobile_money,payment,36308.76
234,1,2023-01-12,9477021,NGN,successful,card,payment,66339.15
235,1,2023-01-08,6040400,NGN,successful,bank_transfer,refund,42282.8
236,1,2023-01-18,10892245,NGN,successful,mobile_money,payment,76245.71
237,1,2023-01-07,12702025,NGN,successful,bank_transfer,payment,88914.18
238,1,2023-01-15,12230189,NGN,successful,mobile_money,payment,85611.32
239,1,2023-01-13,14966743,NGN,successful,bank_transfer,payment,104767.2
240,1,2023-01-09,970713,NGN,successful,bank_transfer,payment,6794.99
241,1,2023-01-07,12521687,NGN,successful,mobile_money,payment,87651.81
242,1,2023-01-08,14307291,NGN,successful,card,payment,100151.04
243,1,2023-01-20,11829961,NGN,failed,mobile_money,payment,0
244,1,2023-01-21,9577955,NGN,successful,mobile_money,payment,67045.68
245,1,2023-01-19,3311084,NGN,successful,card,payment,23177.59
246,1,2023-01-01,5007423,NGN,successful,ussd,payment,35051.96
247,1,2023-01-05,13955049,NGN,successful,ussd,payment,97685.34
248,1,2023-01-01,14712554,NGN,successful,ussd,payment,102987.88
249,1,2023-01-28,13506355,NGN,successful,card,payment,94544.49
250,1,2023-01-12,7476298,NGN,failed,mobile_money,payment,0
251,1,2023-01-09,921885,NGN,failed,card,payment,0
252,1,2023-01-19,2208125,NGN,successful,card,payment,15456.88
253,1,2023-01-08,4873038,NGN,successful,ussd,payment,34111.27
254,1,2023-01-11,9443720,NGN,successful,card,payment,66106.04
255,1,2023-01-28,7011797,NGN,successful,ussd,payment,49082.58
256,1,2023-01-28,5367016,NGN,successful,mobile_money,payment,37569.11
257,1,2023-01-27,8326646,NGN,successful,card,payment,58286.52
258,1,2023-01-18,12861001,NGN,successful,card,payment,90027.01
259,1,2023-01-16,7150760,NGN,successful,bank_transfer,payment,50055.32
260,1,2023-01-12,6701543,NGN,failed,mobile_money,payment,0
261,1,2023-01-05,2819570,NGN,successful,ussd,payment,19736.99
262,1,2023-01-21,10270360,NGN,successful,ussd,payment,71892.52
263,1,2023-01-05,1674077,NGN,successful,card,payment,11718.54
264,1,2023-01-23,6557668,NGN,successful,bank_transfer,payment,45903.68
265,1,2023-01-13,7999029,NGN,successful,ussd,payment,55993.2
266,1,2023-01-16,14267082,NGN,failed,card,payment,0
267,1,2023-01-09,14345213,NGN,successful,mobile_money,payment,100416.49
268,1,2023-01-08,10319876,NGN,pending,mobile_money,payment,0
269,1,2023-01-15,9750864,NGN,successful,ussd,payment,68256.05
270,1,2023-01-08,5066765,NGN,successful,card,payment,35467.36
271,1,2023-01-22,11225922,NGN,successful,ussd,payment,78581.45
272,1,2023-01-25,11613111,NGN,successful,card,payment,81291.78
273,1,2023-01-04,11814284,NGN,successful,card,payment,82699.99
274,1,2023-01-09,4463535,NGN,successful,mobile_money,payment,31244.74
275,1,2023-01-18,12641691,NGN,successful,mobile_money,refund,88491.84
276,1,2023-01-04,2381334,NGN,failed,card,payment,0
277,1,2023-01-19,2073560,NGN,successful,card,payment,14514.92
278,1,2023-01-12,6340348,NGN,successful,ussd,payment,44382.44
279,1,2023-01-13,4697818,NGN,successful,mobile_money,payment,32884.73
280,1,2023-01-26,6187008,NGN,successful,ussd,payment,43309.06
281,1,2023-01-18,13180658,NGN,successful,ussd,payment,92264.61
282,1,2023-01-15,6824601,NGN,successful,bank_transfer,payment,47772.21
283,1,2023-01-25,3831067,NGN,successful,ussd,payment,26817.47
284,1,2023-01-27,2048535,NGN,successful,mobile_money,refund,14339.75
285,1,2023-01-25,9699275,NGN,successful,mobile_money,payment,67894.93
286,1,2023-01-18,3751976,NGN,failed,card,payment,0
287,1,2023-01-27,1870863,NGN,successful,mobile_money,payment,13096.04
288,1,2023-01-08,1232332,NGN,successful,card,payment,8626.32
289,1,2023-01-09,10094316,NGN,successful,mobile_money,payment,70660.21
290,1,2023-01-20,1238406,NGN,failed,bank_transfer,payment,0
291,1,2023-01-24,1505679,NGN,successful,card,payment,10539.75
292,1,2023-01-06,8868152,NGN,successful,ussd,payment,62077.06
293,1,2023-01-27,11567793,NGN,successful,card,payment,80974.55
294,1,2023-01-09,14417852,NGN,successful,ussd,payment,100924.96
295,1,2023-01-23,5819765,NGN,successful,card,payment,40738.35
296,1,2023-01-03,10237200,NGN,successful,bank_transfer,payment,71660.4
297,1,2023-01-22,8231805,NGN,successful,mobile_money,payment,57622.64
298,1,2023-01-15,10313108,NGN,successful,card,payment,72191.76
299,1,2023-01-24,7942736,NGN,successful,bank_transfer,payment,55599.15
300,1,2023-01-22,14950121,NGN,successful,ussd,payment,104650.85
301,1,2023-01-08,9854483,NGN,successful,mobile_money,payment,68981.38
302,1,2023-01-19,10078664,NGN,successful,mobile_money,payment,70550.65
303,1,2023-01-23,5466395,NGN,failed,bank_transfer,payment,0
304,1,2023-01-24,870398,NGN,successful,bank_transfer,payment,6092.79
305,1,2023-01-15,968025,NGN,successful,card,payment,6776.18
306,1,2023-01-16,2007929,NGN,successful,card,payment,14055.5
307,1,2023-01-07,3048242,NGN,successful,ussd,payment,21337.69
308,1,2023-01-02,9640015,NGN,successful,bank_transfer,payment,67480.1
309,1,2023-01-15,12748970,NGN,successful,mobile_money,payment,89242.79
310,1,2023-01-02,13693846,NGN,successful,mobile_money,payment,95856.92
311,1,2023-01-20,5696740,NGN,failed,mobile_money,payment,0
312,1,2023-01-21,9516724,NGN,successful,mobile_money,refund,66617.07
313,1,2023-01-12,9512183,NGN,successful,ussd,payment,66585.28
314,1,2023-01-05,12724576,NGN,successful,card,payment,89072.03
315,1,2023-01-06,7108218,NGN,failed,card,payment,0
316,1,2023-01-23,4008544,NGN,pending,ussd,payment,0
317,1,2023-01-04,6047044,NGN,successful,ussd,payment,42329.31
318,1,2023-01-10,10806576,NGN,failed,bank_transfer,payment,0
319,1,2023-01-22,607981,NGN,successful,bank_transfer,payment,4255.87
320,1,2023-01-17,1139554,NGN,successful,card,payment,7976.88
321,1,2023-01-26,13480209,NGN,successful,mobile_money,payment,94361.46
322,1,2023-01-27,1477751,NGN,successful,bank_transfer,payment,10344.26
323,1,2023-01-13,9541392,NGN,successful,bank_transfer,payment,66789.74
324,1,2023-01-08,12757838,NGN,successful,ussd,payment,89304.87
325,1,2023-01-26,11061495,NGN,failed,mobile_money,payment,0
326,1,2023-01-22,9004096,NGN,failed,mobile_money,payment,0
327,1,2023-01-11,2316469,NGN,successful,card,payment,16215.28
328,1,2023-01-09,6668466,NGN,successful,card,payment,46679.26
329,1,2023-01-22,12460079,NGN,successful,card,payment,87220.55
330,1,2023-01-23,1869164,NGN,successful,card,payment,13084.15
331,1,2023-01-05,7744560,NGN,successful,mobile_money,payment,54211.92
332,1,2023-01-03,9805932,NGN,successful,ussd,payment,68641.52
333,1,2023-01-24,9595718,NGN,successful,card,payment,67170.03
334,1,2023-01-23,13409588,NGN,successful,bank_transfer,payment,93867.12
335,1,2023-01-15,1166650,NGN,failed,card,payment,0
336,1,2023-01-11,3773349,NGN,successful,mobile_money,payment,26413.44
337,1,2023-01-22,4031057,NGN,failed,ussd,payment,0
338,1,2023-01-23,5071325,NGN,successful,mobile_money,payment,35499.28
339,1,2023-01-18,8670979,NGN,successful,bank_transfer,payment,60696.85
340,1,2023-01-10,8985624,NGN,successful,mobile_money,refund,62899.37
341,1,2023-01-23,11498929,NGN,successful,mobile_money,payment,80492.5
342,1,2023-01-02,14582020,NGN,successful,bank_transfer,payment,102074.14
343,1,2023-01-11,5134344,NGN,successful,ussd,payment,35940.41
344,1,2023-01-03,6738290,NGN,successful,card,payment,47168.03
345,1,2023-01-21,11845129,NGN,pending,bank_transfer,payment,0
346,1,2023-01-05,6598759,NGN,successful,ussd,payment,46191.31
347,1,2023-01-02,1359931,NGN,successful,card,payment,9519.52
348,1,2023-02-04,6444412,NGN,failed,card,payment,0
349,1,2023-02-11,2971584,NGN,successful,ussd,payment,20801.09
350,1,2023-02-04,9337895,NGN,failed,bank_transfer,payment,0
351,1,2023-02-13,13288515,NGN,successful,mobile_money,payment,93019.6
352,1,2023-02-11,8882258,NGN,successful,mobile_money,payment,62175.81
353,1,2023-02-07,4460773,NGN,successful,bank_transfer,payment,31225.41
354,1,2023-02-16,9651534,NGN,successful,ussd,payment,67560.74
355,1,2023-02-10,7398731,NGN,successful,ussd,payment,51791.12
356,1,2023-02-14,14316644,NGN,pending,mobile_money,payment,0
357,1,2023-02-25,3501111,NGN,failed,mobile_money,payment,0
358,1,2023-02-05,2221560,NGN,successful,bank_transfer,payment,15550.92
359,1,2023-02-21,6873286,NGN,successful,bank_transfer,payment,48113
360,1,2023-02-21,6567617,NGN,successful,mobile_money,payment,45973.32
361,1,2023-02-18,13380052,NGN,successful,ussd,payment,93660.36
362,1,2023-02-22,7564239,NGN,successful,card,payment,52949.67
363,1,2023-02-06,14074727,NGN,successful,mobile_money,payment,98523.09
364,1,2023-02-14,1525250,NGN,successful,bank_transfer,payment,10676.75
365,1,2023-02-11,12330245,NGN,successful,mobile_money,payment,86311.71
366,1,2023-02-25,13502085,NGN,successful,ussd,payment,94514.6
367,1,2023-02-04,538416,NGN,successful,mobile_money,payment,3768.91
368,1,2023-02-24,13178407,NGN,successful,card,payment,92248.85
369,1,2023-02-28,11723696,NGN,successful,bank_transfer,payment,82065.87
370,1,2023-02-21,11650453,NGN,successful,card,payment,81553.17
371,1,2023-02-24,12421773,NGN,successful,ussd,payment,86952.41
372,1,2023-02-21,12077809,NGN,successful,bank_transfer,payment,84544.66
373,1,2023-02-28,1541190,NGN,successful,card,payment,10788.33
374,1,2023-02-03,2195110,NGN,successful,card,payment,15365.77
375,1,2023-02-09,11909533,NGN,successful,ussd,payment,83366.73
376,1,2023-02-20,9653828,NGN,successful,card,payment,67576.8
377,1,2023-02-25,11697042,NGN,successful,mobile_money,payment,81879.29
378,1,2023-02-17,1753808,NGN,pending,card,payment,0
379,1,2023-02-28,3753778,NGN,successful,card,payment,26276.45
380,1,2023-02-11,4186774,NGN,successful,card,payment,29307.42
381,1,2023-02-02,8931511,NGN,successful,mobile_money,payment,62520.58
382,1,2023-02-15,9753223,NGN,successful,mobile_money,payment,68272.56
383,1,2023-02-06,13873189,NGN,failed,card,payment,0
384,1,2023-02-15,14018494,NGN,successful,bank_transfer,payment,98129.46
385,1,2023-02-28,7922438,NGN,successful,card,payment,55457.07
386,1,2023-02-07,4578832,NGN,successful,ussd,payment,32051.82
387,1,2023-02-17,13347366,NGN,failed,ussd,payment,0
388,1,2023-02-12,4211694,NGN,successful,mobile_money,payment,29481.86
389,1,2023-02-25,10939083,NGN,successful,ussd,payment,76573.58
390,1,2023-02-26,9974207,NGN,failed,bank_transfer,payment,0
391,1,2023-02-25,11160877,NGN,successful,ussd,payment,78126.14
392,1,2023-02-12,4697777,NGN,successful,mobile_money,payment,32884.44
393,1,2023-02-18,13126089,NGN,successful,mobile_money,payment,91882.62
394,1,2023-02-28,2343478,NGN,successful,ussd,payment,16404.35
395,1,2023-02-08,14151767,NGN,successful,bank_transfer,payment,99062.37
396,1,2023-02-19,4883069,NGN,successful,mobile_money,payment,34181.48
397,1,2023-02-02,7782159,NGN,successful,card,payment,54475.11
398,1,2023-02-19,11570916,NGN,successful,card,payment,80996.41
399,1,2023-02-17,734863,NGN,successful,ussd,payment,5144.04
400,1,2023-02-21,8233906,NGN,successful,ussd,payment,57637.34
401,1,2023-02-08,3435274,NGN,successful,card,payment,24046.92
402,1,2023-02-28,8921419,NGN,successful,card,payment,62449.93
403,1,2023-02-15,8998274,NGN,successful,bank_transfer,payment,62987.92
404,1,2023-02-22,12194460,NGN,successful,card,payment,85361.22
405,1,2023-02-19,3127334,NGN,successful,mobile_money,payment,21891.34
406,1,2023-02-09,5984594,NGN,successful,mobile_money,payment,41892.16
407,1,2023-02-02,3286019,NGN,successful,mobile_money,payment,23002.13
